Date,Easy,Medium,Hard
06/11/21,"1,0,0,0,6,0,5,0,8,0,8,6,3,1,2,0,0,0,3,7,0,5,0,0,6,0,0,0,0,2,0,0,3,0,5,6,8,0,0,4,2,1,0,7,0,0,1,3,0,0,5,8,4,0,0,0,0,8,0,0,3,6,5,9,0,8,0,3,0,0,0,4,0,3,0,1,0,4,0,0,0","0,6,0,0,0,0,0,0,0,0,9,0,2,0,8,1,0,0,0,0,0,3,0,0,9,8,0,4,0,0,1,0,0,0,6,7,0,0,0,9,0,6,0,0,0,7,8,0,0,0,0,2,0,0,0,0,0,7,9,0,0,0,0,2,7,5,0,0,0,0,0,0,0,0,1,6,0,0,0,0,5","3,0,0,0,0,0,8,4,0,6,5,7,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,6,0,0,1,0,4,0,0,0,5,0,0,0,0,0,0,1,2,4,0,0,5,0,2,6,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,2,0"
07/11/21,"0,7,9,5,2,0,3,0,0,0,0,2,6,7,9,1,0,0,4,0,0,0,0,1,9,0,0,6,8,0,0,0,3,0,1,4,0,0,3,0,1,6,0,0,2,0,9,0,7,0,5,0,8,0,0,6,0,9,5,0,0,7,1,5,0,4,1,6,0,0,0,0,9,0,0,0,0,0,2,0,6","0,0,3,0,6,0,0,0,7,0,5,0,0,0,2,0,6,0,9,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,5,0,0,2,0,3,8,0,9,0,0,0,0,0,4,0,0,1,6,2,0,0,8,0,5,0,0,0,0,1,0,0,7,0,0,5,3,0,0,0","0,7,0,0,4,0,0,0,9,0,0,0,0,0,2,0,0,8,2,0,0,0,5,0,0,0,0,0,8,0,3,0,0,7,0,2,5,0,0,6,2,0,8,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,4,6,0,3,0,0,0,0,3,2,0,7,0,0,1,0,0"
08/11/21,"0,0,0,9,0,0,7,5,0,1,0,0,2,6,3,0,0,0,4,0,8,1,0,0,0,3,0,5,0,7,0,9,0,2,0,8,0,0,2,3,1,5,9,0,0,9,4,0,0,0,2,3,0,0,0,6,0,0,7,1,4,8,9,8,5,9,6,0,4,0,0,0,0,1,0,0,0,0,0,0,6","0,7,0,0,0,0,5,3,0,0,3,0,0,1,0,0,2,4,0,0,0,0,0,0,0,9,0,1,0,3,0,0,5,0,6,0,0,0,5,4,0,0,0,0,0,0,0,4,6,7,0,3,0,0,0,0,9,0,3,4,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,8,0,0,0,0","0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,9,0,3,0,0,0,6,0,8,0,7,0,0,8,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,7,0,9,0,1,0,0,0,0,0,8,0,6,0,4,0,0,5,0,0,0,4,6,0,0"
09/11/21,"7,0,0,9,6,0,8,0,3,4,0,3,0,2,7,0,0,9,0,0,0,3,8,0,0,7,4,0,6,1,0,0,9,0,5,0,0,7,0,2,3,1,0,4,0,3,2,0,6,0,0,1,0,0,0,1,0,0,7,2,0,0,0,2,0,9,5,0,3,0,0,6,5,0,0,0,0,0,4,2,0","0,0,0,0,0,6,0,9,0,0,6,5,3,0,0,0,0,2,0,0,3,0,7,0,0,0,0,0,0,0,9,6,7,0,2,8,0,0,0,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,9,2,0,0,0,0,8,3,8,0,6,2,0,0,0,0,9","0,0,4,9,2,0,0,0,0,0,0,0,0,0,0,4,0,0,7,1,0,3,0,0,2,0,0,0,3,6,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,5,1,0,0,6,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,8,0,0,5,7,0"
10/11/21,"0,0,4,0,6,0,3,0,0,0,7,6,0,3,0,9,2,0,1,0,3,8,5,0,0,6,0,0,1,0,0,4,5,0,0,3,0,9,0,0,0,2,1,0,5,4,6,0,3,0,1,0,8,0,0,0,0,9,2,8,0,3,0,8,3,2,0,0,0,0,7,9,0,0,0,5,0,3,0,0,2","0,5,0,1,0,2,0,7,8,1,0,4,5,0,0,0,9,0,0,0,0,8,0,0,0,0,0,8,0,5,0,0,0,0,0,2,0,6,0,0,0,3,0,0,0,7,2,0,0,4,0,0,0,0,0,0,0,0,0,0,9,5,6,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0","0,9,0,3,7,0,0,0,0,0,0,0,8,4,0,0,2,0,0,0,6,0,1,0,0,0,3,0,5,0,0,0,0,0,0,7,0,0,1,0,0,0,6,0,0,2,0,0,0,6,0,0,4,0,7,1,9,0,0,0,3,0,0,0,2,0,0,0,0,0,7,8,0,0,3,0,0,0,0,0,0"
11/11/21,"1,6,0,5,0,0,0,9,8,3,0,2,4,0,6,0,0,1,8,0,0,9,0,1,0,3,6,4,0,0,0,0,0,7,0,2,0,0,8,7,1,3,6,0,0,0,1,6,0,9,0,0,0,0,0,8,0,0,7,5,9,0,0,0,0,7,0,6,0,3,8,0,9,5,0,8,0,0,0,6,0","5,3,0,0,1,0,0,0,0,0,8,0,9,0,0,0,5,0,9,0,0,8,5,0,3,6,2,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,8,9,0,0,0,9,0,0,6,0,0,7,0,0,0,2,0,0,0,7,0,2,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1","7,0,0,2,3,9,0,0,0,0,0,0,0,0,0,0,6,0,8,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,6,1,0,0,0,7,8,0,0,0,3,0,1,2,0,0,4,0,0,8,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,4,0,6,0,0,9"
12/11/21,"5,7,3,0,0,1,0,6,0,0,0,0,0,6,3,1,4,0,0,0,6,9,0,0,3,2,0,0,6,0,5,0,0,2,0,8,2,8,5,0,0,7,0,0,1,0,0,1,0,2,9,0,0,6,1,2,0,4,5,0,0,7,0,6,0,9,1,0,0,5,0,0,7,0,0,0,0,0,6,1,0","0,0,1,0,9,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,7,0,0,0,5,0,3,0,9,4,0,2,0,0,0,0,7,0,0,0,0,4,0,0,7,1,0,0,7,0,0,0,0,0,0,6,2","0,0,0,0,0,0,4,0,0,0,3,6,0,0,0,0,0,0,1,0,0,2,8,0,7,0,0,7,0,0,8,0,2,0,0,1,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,0,5,6,0,0,1,9,0,6,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,2"
13/11/21,"0,0,3,0,0,4,8,0,2,9,8,1,7,0,0,0,0,0,2,0,0,9,8,0,0,0,1,0,4,7,0,6,8,0,2,0,0,3,0,0,2,0,4,8,0,0,0,9,0,1,0,0,5,0,3,6,5,0,0,1,0,4,0,4,0,0,0,0,3,2,7,5,0,9,0,8,0,5,3,0,0","9,0,0,0,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,2,7,0,5,4,9,0,0,0,0,4,0,0,1,0,2,1,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,7,0,8,0,0,0,0,0,0,0,3,0,0,0,0,7,5,0,9,0,0,6,0,3,0","0,8,0,0,3,0,0,0,2,0,0,0,0,9,0,6,0,0,5,6,0,0,0,0,0,0,3,0,0,0,9,0,0,7,0,0,9,0,0,8,6,0,0,0,0,8,0,0,0,2,0,0,1,0,0,5,0,0,0,0,0,0,4,6,0,8,0,0,4,0,0,0,2,0,1,7,0,0,0,6,0"
14/11/21,"3,9,0,8,0,0,0,0,0,4,1,0,0,0,0,3,7,8,0,0,0,7,3,2,0,4,0,7,0,4,0,0,9,0,0,1,1,0,8,0,4,5,0,2,7,0,0,5,1,8,0,0,0,3,0,8,0,0,5,1,0,9,0,2,0,0,0,0,3,8,0,0,0,7,1,9,0,0,6,3,0","0,0,0,2,0,0,0,0,0,7,0,2,0,6,1,4,0,0,0,1,0,4,9,0,0,0,0,0,6,0,0,4,0,0,0,0,8,0,3,0,1,0,2,0,0,0,9,0,0,0,5,0,4,0,0,0,0,0,0,0,0,8,1,0,2,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,6","0,0,0,9,4,0,0,8,0,2,3,0,0,0,0,0,7,0,0,0,9,0,0,0,6,0,0,0,6,0,0,0,0,0,0,1,0,0,0,5,8,0,0,2,0,5,0,0,7,0,0,0,0,0,7,2,0,6,0,0,0,1,0,0,0,4,8,0,9,2,0,0,0,0,0,0,0,0,0,0,0"
15/11/21,"1,0,3,0,5,9,7,8,0,8,0,0,0,0,4,0,5,6,5,0,4,8,0,3,0,0,0,0,4,0,0,0,7,6,1,9,3,9,5,2,6,0,0,0,0,0,0,7,9,4,0,0,0,2,0,3,0,7,0,5,0,0,0,9,0,0,0,0,0,1,7,0,0,8,2,0,1,0,4,0,0","0,9,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,6,3,7,0,9,0,0,0,0,0,9,4,0,0,8,0,7,0,4,0,0,2,0,0,0,0,0,0,8,1,0,0,0,0,3,0,0,0,9,5,3,0,0,0,0,7,1,0,0,0,0,0,6,0,0,0,0,0,0,0,9,4","0,0,0,0,9,0,0,3,0,0,2,0,6,7,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,9,5,0,0,0,6,4,0,0,0,8,0,0,0,0,0,5,0,0,0,2,9,0,0,0,0,0,0,0,0,5,0,8,0,0,1,0,3,0,0,0,7,8,0,0,0,0,7,0,0,4"
16/11/21,"8,0,0,9,2,1,0,0,4,2,6,1,0,8,0,0,5,0,9,0,3,7,0,6,0,2,0,0,7,0,0,0,0,0,8,1,6,0,0,2,0,5,0,7,0,1,3,2,0,0,0,0,6,0,0,0,6,0,9,3,5,0,0,0,0,0,0,7,8,3,0,0,0,1,5,4,0,0,8,0,7","0,0,1,0,0,0,0,0,0,6,8,0,0,0,0,7,0,0,0,3,0,8,2,6,1,0,0,0,0,0,3,0,0,0,0,9,2,0,0,4,6,0,0,0,0,0,0,0,9,0,0,4,0,0,0,1,4,0,8,0,0,7,3,0,0,0,7,9,0,0,8,0,0,0,0,0,0,0,5,0,0","0,9,0,0,0,0,0,5,0,2,0,5,0,0,0,4,0,8,0,0,0,0,0,3,6,0,0,0,0,7,6,4,9,0,0,0,6,0,0,0,0,8,1,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,5,0,0,0,8,0,3,0,0,0,0,0"
17/11/21,"0,6,0,3,0,0,0,5,8,0,4,3,6,8,0,0,1,0,0,0,0,9,1,7,3,6,0,0,9,4,0,7,3,0,0,1,3,0,6,0,0,8,4,0,0,2,0,8,0,6,0,5,0,0,1,0,0,8,0,0,7,0,9,6,0,0,0,3,0,1,0,5,0,2,9,7,0,0,0,0,0","6,0,0,0,0,0,0,0,7,0,0,5,0,4,0,0,0,8,0,3,0,9,8,0,0,4,0,0,5,0,0,9,4,0,0,6,0,0,0,0,0,0,3,0,0,2,7,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,9,5,0,3,0,0,0","7,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,2,0,0,7,1,6,0,3,0,0,8,0,0,0,0,0,0,0,7,0,1,5,0,0,0,0,0,0,9,0,0,0,0,1,6,0,0,0,0,0,7,0,0,0,4,0,2,6,0,0,0,0,0,5,0,0,0,0,9,0"
18/11/21,"0,0,2,6,8,9,3,0,0,5,9,1,0,0,2,8,0,0,0,0,8,0,0,5,9,7,0,4,1,6,9,0,0,0,0,3,9,0,0,0,3,0,0,6,4,2,0,0,0,6,4,0,9,0,0,5,0,7,0,6,0,0,0,0,2,0,1,9,0,7,0,0,0,0,9,0,0,0,6,2,8","0,2,0,0,0,7,0,9,0,0,0,0,0,1,0,8,5,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,1,0,4,0,0,0,0,0,7,0,0,0,0,9,0,0,2,1,0,0,0,8,0,9,6,0,0,0,0,7,2,0,0,0,0,4,6,7,0,0,0,0,0,0","3,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,2,0,0,5,6,0,0,2,7,9,0,0,0,3,0,0,0,0,4,8,0,0,0,0,4,0,1,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,6,0,2,0,0,5,0,0,8,2,0,4,0,0"
19/11/21,"1,0,6,2,0,7,0,8,0,0,0,0,8,6,0,5,9,7,0,8,5,0,4,0,0,1,0,0,1,0,6,0,8,0,0,0,0,0,2,0,7,0,0,5,9,6,4,0,0,0,5,1,0,8,2,0,0,7,9,0,0,0,4,3,0,8,0,0,6,0,0,0,0,0,4,0,8,0,3,7,1","0,0,0,6,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,1,8,0,5,0,8,2,0,0,0,5,0,6,0,0,0,0,0,0,4,0,0,0,0,4,3,0,5,0,9,0,0,6,0,0,7,2,0,0,9,0,0,0,0,0,0,6,8,0,0,0,0,0,3,0,0,0,1","4,0,0,2,0,1,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,7,0,0,0,0,3,0,0,3,8,2,6,0,0,0,0,0,0,0,0,4,2,0,0,0,0,6,0,0,0,9,4,5,0,0,0,0,0,3,0,0,8,0,7,0,0,1,0,0,0,0,0,0"
20/11/21,"5,0,0,6,7,3,0,0,0,0,0,4,0,0,0,6,7,5,0,0,7,0,9,5,1,0,8,3,9,1,8,0,0,0,0,0,8,0,0,2,0,7,4,0,9,0,7,0,9,0,0,8,5,3,0,8,3,7,6,0,0,0,0,0,4,0,0,2,0,0,8,0,7,0,0,0,0,8,2,6,0","0,0,5,9,0,0,0,3,4,9,6,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,6,0,0,7,0,0,0,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,5,3,5,0,9,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,7,0,6,9,5,0,0,0","3,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,7,5,8,0,7,0,9,2,0,0,0,0,1,0,4,0,6,0,8,0,0,4,6,0,3,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,9,0,3,0"
21/11/21,"8,5,1,9,3,0,0,0,2,3,0,6,0,1,0,0,4,8,0,0,9,2,0,6,0,1,5,5,9,0,0,2,1,0,0,0,0,0,0,8,4,0,0,0,3,0,0,8,0,0,0,5,2,1,1,0,0,0,0,0,2,7,0,0,7,4,0,0,2,8,3,0,6,0,0,3,0,9,0,0,0","7,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,7,0,1,0,8,0,0,5,0,4,0,0,0,5,0,8,7,2,0,9,0,0,0,9,0,6,0,0,7,0,3,0,4,0,0,0,6,0,0,8,0,0,2,0,0,0,0,0,0,0,5,0,0,3,0,4,0","6,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,3,0,0,2,4,1,0,0,0,9,0,0,0,0,4,0,0,0,2,0,4,0,0,3,0,0,6,1,0,3,0,8,0,0,0,5,0,1,0,0,0,6,0,0,0,0,0,0,3,0,0,9,0,0,0,2,9,0,7,8,0"
22/11/21,"6,4,0,0,0,2,7,0,8,0,1,2,0,3,4,0,0,0,0,7,0,5,8,0,0,1,2,4,6,1,0,0,0,0,0,0,0,0,0,0,0,7,8,2,1,2,0,0,1,0,3,9,0,4,1,9,0,0,6,0,0,5,7,0,0,0,4,7,5,0,8,0,0,0,8,0,0,0,2,4,0","4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,6,0,4,0,9,2,0,9,7,0,0,0,4,0,0,0,3,2,0,5,0,7,0,0,0,0,4,0,0,0,0,8,0,0,8,0,0,0,1,0,0,0,9,1,0,0,0,0,0,6,0,0,0,0,2,0,0,0,5,8","0,7,5,1,4,0,0,0,0,0,0,9,0,8,5,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,3,3,0,0,7,0,0,0,0,0,9,0,0,8,0,0,2,0,0,0,0,4,0,0,0,0,1,5,0,0,0,0,0,0,6,0,4"
23/11/21,"6,3,5,0,1,0,4,0,2,9,0,1,0,3,0,0,7,5,0,0,0,4,9,5,0,0,6,1,0,0,6,4,0,0,0,0,0,6,7,8,0,0,0,1,3,3,0,9,0,0,0,6,2,0,0,9,0,0,0,4,2,5,0,0,0,4,0,5,7,9,0,0,0,1,6,0,0,2,0,0,0","0,8,0,0,0,0,0,4,0,3,0,0,9,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,7,0,8,0,6,0,0,0,0,0,0,0,2,9,0,0,9,0,0,0,6,0,0,8,0,0,2,8,0,0,7,0,0,0,0,0,6,0,2,0,5,0,0","6,8,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,2,0,0,0,5,7,9,0,0,0,1,7,0,0,0,0,8,0,0,0,3,6,0,0,0,1,5,6,0,2,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,4,0,0,0,8,7,0,0,0,0,0,0,0,2"
24/11/21,"0,0,0,2,0,0,3,5,6,0,4,5,8,0,3,0,2,0,1,2,3,0,0,9,4,0,0,0,0,0,9,0,0,6,0,1,0,7,2,0,0,4,0,9,8,9,0,0,0,3,8,0,0,0,4,5,9,7,8,0,0,0,0,8,3,0,0,1,0,9,0,0,0,0,0,0,0,5,8,6,4","0,0,0,6,0,3,0,2,9,0,0,0,2,0,0,0,0,0,9,7,0,0,0,0,0,0,4,0,6,0,0,0,0,8,3,0,0,0,8,0,0,7,9,4,0,0,1,7,0,0,0,0,0,0,0,3,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,2,1,0,0,0","0,0,0,9,0,6,0,0,0,0,7,0,0,3,0,0,0,0,6,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,2,0,0,0,4,0,9,0,9,0,0,0,5,6,2,0,0,6,0,0,0,0,1,0,0,5,0,0,8,0,1,3,0,4,0,0,7,0,0,0,0,5,0"
25/11/21,"7,4,0,6,1,3,0,0,9,3,2,1,0,0,0,0,0,0,0,0,6,0,7,8,0,4,0,0,0,0,7,6,4,5,0,0,0,9,2,5,0,0,0,8,0,0,0,0,8,0,0,4,3,1,2,3,4,0,0,7,0,6,0,0,0,9,0,2,6,0,0,7,1,0,0,0,0,9,8,2,0","0,2,3,9,0,0,0,0,0,4,0,7,0,8,0,0,0,0,0,0,0,0,0,2,6,0,8,0,0,0,0,4,0,0,2,0,0,0,0,0,0,3,8,0,1,0,0,0,6,0,0,0,0,0,0,0,4,7,0,0,2,9,0,2,0,5,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0","1,7,0,4,0,0,0,0,0,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,0,1,0,0,4,0,0,7,0,0,0,2,0,0,0,0,0,0,2,6,0,7,0,0,0,0,1,0,0,0,0,0,8,0,4,0,0,0,5,0,0,6,0,9,0,0,3,0,2,0"
26/11/21,"5,7,0,0,1,0,0,4,8,0,8,1,6,0,0,0,7,5,0,0,9,7,0,0,2,0,1,0,9,4,0,0,8,1,0,2,8,0,2,1,0,6,0,0,4,0,6,0,0,0,7,8,9,0,0,0,0,0,7,3,0,8,0,3,0,8,0,0,9,0,0,0,9,5,0,8,4,0,0,0,0","1,4,5,8,0,0,0,0,2,0,8,0,0,0,5,0,0,0,7,0,0,0,0,0,0,9,0,0,0,9,0,0,0,8,4,0,0,6,4,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,6,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,2,0,1","0,0,5,0,8,3,0,0,0,0,0,2,0,0,0,7,0,0,7,1,0,0,0,0,0,5,0,5,0,7,0,0,0,0,9,0,0,9,0,6,0,0,5,0,7,6,0,0,0,0,0,3,0,0,0,0,6,1,0,0,2,8,0,0,7,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,1"
27/11/21,"4,2,0,0,0,9,5,0,8,0,0,0,8,2,7,6,4,9,8,0,6,0,3,0,2,0,0,9,0,3,2,5,1,0,0,0,0,4,0,0,0,0,3,0,5,5,8,2,0,0,0,0,7,0,2,6,0,7,0,0,0,8,0,0,0,8,0,6,3,0,9,2,0,1,0,4,0,0,0,0,0","7,0,0,0,0,9,0,0,0,6,9,0,0,0,0,0,0,0,0,0,2,0,0,8,0,4,0,0,0,0,0,5,0,0,1,6,0,0,0,0,0,0,9,0,0,8,0,0,0,9,0,0,7,0,0,6,0,0,0,0,0,0,3,1,0,0,4,0,3,0,8,5,3,5,0,0,0,0,1,0,0","0,0,0,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,1,0,5,0,0,0,0,0,3,0,8,1,0,0,0,0,0,5,0,0,0,4,2,0,3,0,0,8,0,0,1,0,6,9,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3"
28/11/21,"3,0,9,2,0,0,0,4,7,0,0,0,8,4,3,2,0,0,6,0,0,9,0,0,8,1,0,7,0,0,1,2,8,4,0,0,0,0,6,0,7,0,0,9,2,0,5,4,0,0,0,0,8,1,0,3,0,0,1,0,0,2,5,9,6,0,0,8,0,1,0,0,0,0,1,3,9,4,0,0,0","1,2,0,0,7,0,0,5,4,0,0,0,0,0,5,0,0,0,0,6,0,0,0,8,0,9,0,0,1,0,0,8,0,0,0,0,0,0,0,6,0,2,0,7,0,0,0,0,0,0,0,0,4,9,0,0,8,7,0,0,0,0,3,2,0,0,0,4,0,0,0,0,0,0,7,2,0,0,0,0,5","0,0,0,0,4,3,0,0,0,0,1,2,0,0,0,6,5,0,9,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,7,0,8,0,0,0,0,0,0,0,1,0,0,6,0,0,4,9,0,0,0,0,0,2,0,3,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,5,9,0,0"
29/11/21,"6,0,8,0,2,4,0,7,0,0,5,4,7,0,0,0,6,0,9,0,7,0,8,1,0,0,2,8,0,5,1,4,0,0,0,3,0,4,2,0,0,0,5,0,0,0,7,0,3,0,0,2,8,0,0,0,0,0,5,6,8,2,1,4,8,6,0,0,0,0,0,0,5,0,0,9,3,0,6,0,0","6,0,0,0,0,2,1,0,0,0,0,7,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,2,0,5,0,8,0,0,7,0,0,0,1,0,0,0,0,0,0,3,0,0,9,0,0,0,6,1,0,0,0,0,0,0,0,4,9,1,0,0,2,0,9,6,0,0,0,0,0,7,0,3,0,0,0","0,9,5,0,0,7,2,0,3,0,8,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,1,8,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,7,0,1"
30/11/21,"3,7,1,0,6,5,0,2,9,0,6,0,0,8,9,0,7,0,8,0,0,1,0,7,0,0,3,6,0,0,7,9,3,0,5,0,9,4,8,5,0,0,0,0,0,0,0,0,0,0,8,9,1,0,4,8,9,0,3,1,0,0,0,0,0,0,8,7,0,2,0,0,0,0,7,0,0,0,3,0,4","0,0,2,0,7,0,0,1,0,7,0,0,0,9,0,0,2,0,0,6,0,0,4,0,0,0,3,0,9,0,0,3,0,0,0,2,0,5,8,0,0,0,1,0,0,0,0,7,0,0,0,0,0,4,9,0,0,0,0,0,0,0,8,0,0,0,4,0,0,2,0,0,8,0,3,0,0,1,0,0,5","8,0,4,7,0,0,3,0,0,0,0,0,0,8,0,1,0,2,0,0,2,3,0,0,5,0,0,0,8,0,0,0,5,0,7,0,6,0,3,0,7,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,6,0,3,9,0,0,0,0,0,0,0,4"
01/12/21,"5,1,0,4,0,0,3,7,0,0,4,0,1,0,0,2,0,5,0,2,6,7,9,0,0,0,4,0,0,0,0,0,1,0,4,2,8,5,1,0,7,0,0,0,0,0,0,4,6,8,0,0,1,7,9,0,0,0,1,7,0,5,0,4,6,5,0,0,9,0,0,0,0,0,7,0,0,6,9,2,0","0,8,0,7,0,0,0,9,0,0,4,0,3,9,0,0,1,0,0,0,0,0,8,0,0,7,2,0,0,8,0,1,0,2,5,0,9,6,0,0,0,0,3,0,0,1,0,0,4,0,0,0,0,0,0,7,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0","6,3,0,5,0,7,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,8,0,3,0,0,1,0,5,0,0,5,0,9,0,0,0,8,0,5,2,8,0,0,0,0,0,9,0,0,0,0,0,9,0,0,6,0,0,0,8,0,0,0,0,0"
02/12/21,"4,0,0,8,6,9,1,3,5,0,8,6,5,0,0,4,0,9,3,9,5,2,0,0,0,8,0,0,1,0,0,0,4,0,9,2,0,4,8,0,0,2,0,0,0,0,0,2,0,1,8,3,0,0,6,0,0,0,8,0,0,0,7,8,0,4,0,0,0,0,6,0,2,0,0,9,3,0,5,0,0","6,3,0,0,8,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5,0,0,0,2,0,9,0,4,0,0,0,0,0,0,7,0,0,2,0,0,0,6,0,0,0,0,0,7,0,0,4,0,0,1,3,7,0,0,6,0,5,2,8,9,0,0,5,0,0,0,0,0,0,0,0","0,0,0,0,0,0,7,0,8,7,0,0,0,0,8,0,0,6,0,0,0,0,5,4,0,2,1,0,1,0,9,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,3,0,6,2,0,0,0,0,0,6,0,7,0,0,0,4,0,5,0,0,0,0,0,0,0"
03/12/21,"7,4,3,0,0,0,5,0,2,0,0,2,8,7,5,0,0,3,5,0,0,3,0,4,0,6,0,0,2,0,0,6,8,0,0,0,9,0,0,7,0,0,2,1,0,0,0,8,0,5,2,0,4,7,0,0,0,2,8,0,1,3,0,2,9,1,0,0,0,0,0,0,0,3,4,5,0,0,0,2,6","1,7,0,6,0,4,0,5,0,0,0,6,0,9,7,0,0,0,0,0,8,0,0,0,0,6,0,7,8,0,5,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,9,0,0,0,6,0,3,0","6,0,0,0,0,1,0,0,0,0,0,7,5,0,0,8,6,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,5,1,0,0,1,7,0,0,3,0,0,0,6,0,5,6,0,2,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,1,0,0,0,3,7,0,0,4,0,0,9,0,0,0,0"
